1     0.013     0.012     0.161
2     0.013     0.012     0.197
3     0.013     0.012     0.212
4     0.013     0.012     0.218
5     0.013     0.013     0.246
6     0.013     0.013     0.254
7     0.013     0.013     0.327
8     0.013     0.013     0.336
9     0.013     0.013     0.354
10     0.013     0.013     0.390
11     0.013     0.013     0.393
12     0.013     0.013     0.394
13     0.013     0.013     0.402
14     0.013     0.013     0.403
15     0.013     0.013     0.413
16     0.013     0.013     0.414
17     0.013     0.013     0.431
18     0.013     0.013     0.432
19     0.013     0.013     0.462
20     0.013     0.013     0.481
21     0.013     0.013     0.483
22     0.013     0.013     0.505
23     0.013     0.013     0.512
24     0.013     0.013     0.515
25     0.013     0.013     0.548
26     0.013     0.013     0.556
27     0.013     0.013     0.575
28     0.013     0.013     0.588
29     0.013     0.013     0.592
30     0.013     0.013     0.602
31     0.013     0.013     0.644
32     0.013     0.013     0.652
33     0.013     0.013     0.657
34     0.013     0.013     0.690
35     0.013     0.013     0.702
36     0.013     0.013     0.714
37     0.013     0.013     0.741
38     0.013     0.013     0.768
39     0.013     0.013     0.775
40     0.013     0.013     0.825
41     0.013     0.013     0.828
42     0.013     0.013     0.917
43     0.013     0.013     0.939
44     0.013     0.013     0.990
45     0.013     0.013     0.998
46     0.013     0.013     1.007
47     0.013     0.013     1.072
48     0.013     0.013     1.261
49     0.013     0.013     1.289
50     0.013     0.013     1.417
51     0.013     0.013     1.534
52     0.013     0.013     1.716
53     0.013     0.013     1.746
54     0.013     0.013     1.783
55     0.013     0.013     1.789
56     0.013     0.013     1.799
57     0.013     0.013     2.132
58     0.013     0.013     2.139
59     0.013     0.013     2.237
60     0.013     0.013     2.351
61     0.013     0.013     2.400
62     0.013     0.013     2.430
63     0.013     0.013     2.490
64     0.013     0.013     2.521
65     0.013     0.013     2.717
66     0.013     0.013     2.738
67     0.013     0.013     2.776
68     0.013     0.013     2.777
69     0.013     0.013     2.907
70     0.013     0.013     2.920
71     0.013     0.013     2.945
72     0.013     0.013     2.948
73     0.013     0.013     3.083
74     0.013     0.013     3.192
75     0.013     0.013     3.227
76     0.013     0.013     3.229
77     0.013     0.013     3.246
78     0.013     0.013     3.303
79     0.013     0.014     3.328
80     0.013     0.014     3.430
81     0.013     0.014     3.461
82     0.013     0.014     3.488
83     0.013     0.014     3.491
84     0.013     0.014     3.604
85     0.013     0.014     3.633
86     0.013     0.014     3.662
87     0.013     0.014     3.686
88     0.013     0.014     3.708
89     0.013     0.014     3.780
90     0.013     0.014     3.782
91     0.013     0.014     3.792
92     0.013     0.014     3.816
93     0.013     0.014     3.826
94     0.013     0.014     3.915
95     0.013     0.014     3.937
96     0.013     0.014     3.949
97     0.013     0.014     3.983
98     0.013     0.014     4.016
99     0.013     0.014     4.539
100     0.013     0.014     4.588
