    0.013     0.013     0.825
    0.013     0.013     0.828
    0.013     0.013     0.917
    0.013     0.013     0.939
    0.013     0.013     0.990
    0.013     0.013     0.998
    0.013     0.013     1.007
    0.013     0.013     1.072
    0.013     0.013     1.261
    0.013     0.013     1.289
    0.013     0.013     1.417
    0.013     0.013     1.534
    0.013     0.013     1.716
    0.013     0.013     1.746
    0.013     0.013     1.783
    0.013     0.013     1.789
    0.013     0.013     1.799
    0.013     0.013     2.132
    0.013     0.013     2.139
    0.013     0.013     2.237
    0.013     0.013     2.351
    0.013     0.013     2.400
    0.013     0.013     2.430
    0.013     0.013     2.490
    0.013     0.013     2.521
    0.013     0.013     2.717
    0.013     0.013     2.738
    0.013     0.013     2.776
    0.013     0.013     2.777
    0.013     0.013     2.907
    0.013     0.013     2.920
    0.013     0.013     2.945
    0.013     0.013     2.948
    0.013     0.013     3.083
    0.013     0.013     3.192
    0.013     0.013     3.227
    0.013     0.013     3.229
    0.013     0.013     3.246
    0.013     0.013     3.303
    0.013     0.014     3.328
    0.013     0.014     3.430
    0.013     0.014     3.461
    0.013     0.014     3.488
    0.013     0.014     3.491
    0.013     0.014     3.604
    0.013     0.014     3.633
    0.013     0.014     3.662
    0.013     0.014     3.686
    0.013     0.014     3.708
    0.013     0.014     3.780
    0.013     0.014     3.782
    0.013     0.014     3.792
    0.013     0.014     3.816
    0.013     0.014     3.826
    0.013     0.014     3.915
    0.013     0.014     3.937
    0.013     0.014     3.949
    0.013     0.014     3.983
    0.013     0.014     4.016
    0.013     0.014     4.539
    0.013     0.014     4.588
