    0.006     0.006     0.123
    0.006     0.006     0.124
    0.006     0.006     0.127
    0.006     0.006     0.128
    0.006     0.006     0.129
    0.006     0.006     0.130
    0.006     0.006     0.130
    0.006     0.006     0.133
    0.006     0.006     0.133
    0.006     0.006     0.133
    0.006     0.006     0.133
    0.006     0.006     0.138
    0.006     0.006     0.138
    0.006     0.006     0.140
    0.006     0.006     0.143
    0.006     0.006     0.144
    0.006     0.006     0.144
    0.006     0.006     0.145
    0.006     0.006     0.146
    0.006     0.006     0.147
    0.006     0.006     0.147
    0.006     0.006     0.150
    0.006     0.006     0.150
    0.006     0.006     0.153
    0.006     0.006     0.153
    0.006     0.006     0.153
    0.006     0.006     0.153
    0.006     0.006     0.153
    0.006     0.006     0.154
    0.006     0.006     0.155
    0.006     0.006     0.155
    0.006     0.006     0.155
    0.006     0.006     0.155
    0.006     0.006     0.155
    0.006     0.006     0.157
    0.006     0.006     0.157
    0.006     0.006     0.158
    0.006     0.006     0.158
    0.006     0.006     0.158
    0.006     0.006     0.160
    0.006     0.006     0.160
    0.006     0.006     0.164
    0.006     0.006     0.164
    0.006     0.006     0.165
    0.006     0.006     0.166
    0.006     0.006     0.167
    0.006     0.006     0.170
    0.006     0.006     0.171
    0.006     0.006     0.177
    0.006     0.006     0.181
    0.006     0.006     0.191
    0.006     0.006     0.192
    0.006     0.006     0.192
    0.006     0.006     0.193
    0.006     0.006     0.197
    0.006     0.006     0.208
    0.006     0.006     0.211
    0.006     0.006     0.214
    0.006     0.006     0.218
    0.006     0.006     0.220
    0.006     0.006     0.221
    0.006     0.006     0.223
    0.006     0.006     0.223
    0.006     0.006     0.230
    0.006     0.006     0.233
    0.006     0.006     0.237
    0.006     0.006     0.238
    0.006     0.006     0.238
    0.006     0.006     0.241
    0.006     0.006     0.242
    0.006     0.006     0.251
    0.006     0.006     0.266
    0.006     0.007     0.281
    0.006     0.007     0.340
    0.006     0.007     0.346
    0.006     0.007     0.358
    0.006     0.007     0.359
    0.006     0.007     0.364
    0.006     0.007     0.373
    0.006     0.007     0.380
    0.006     0.007     0.382
    0.006     0.007     0.382
    0.006     0.007     0.386
    0.006     0.007     0.386
    0.006     0.007     0.389
    0.006     0.007     0.394
    0.006     0.007     0.394
    0.006     0.007     0.395
    0.006     0.007     0.396
    0.006     0.007     0.399
    0.006     0.007     0.402
    0.006     0.007     0.420
    0.006     0.007     0.420
    0.006     0.007     0.424
    0.006     0.007     0.441
    0.006     0.007     0.446
    0.006     0.007     0.447
    0.006     0.007     0.450
    0.006     0.007     0.453
    0.006     0.007     0.685

    0.008     0.008     0.071
    0.008     0.008     0.071
    0.008     0.008     0.111
    0.008     0.008     0.121
    0.008     0.008     0.121
    0.008     0.008     0.122
    0.008     0.008     0.122
    0.008     0.008     0.122
    0.008     0.008     0.127
    0.008     0.008     0.127
    0.008     0.008     0.127
    0.008     0.008     0.127
    0.008     0.008     0.129
    0.008     0.008     0.135
    0.008     0.008     0.138
    0.008     0.008     0.138
    0.008     0.008     0.140
    0.008     0.008     0.141
    0.008     0.008     0.141
    0.008     0.008     0.145
    0.008     0.008     0.147
    0.008     0.008     0.148
    0.008     0.008     0.148
    0.008     0.008     0.148
    0.008     0.008     0.148
    0.008     0.008     0.150
    0.008     0.008     0.151
    0.008     0.008     0.152
    0.008     0.008     0.153
    0.008     0.008     0.153
    0.008     0.008     0.153
    0.008     0.008     0.154
    0.008     0.008     0.154
    0.008     0.008     0.155
    0.008     0.008     0.156
    0.008     0.008     0.157
    0.008     0.008     0.157
    0.008     0.008     0.158
    0.008     0.008     0.158
    0.008     0.008     0.160
    0.008     0.008     0.160
    0.008     0.008     0.161
    0.008     0.008     0.161
    0.008     0.008     0.167
    0.008     0.008     0.168
    0.008     0.008     0.169
    0.008     0.008     0.171
    0.008     0.008     0.171
    0.008     0.008     0.172
    0.008     0.008     0.172
    0.008     0.008     0.173
    0.008     0.008     0.175
    0.008     0.008     0.176
    0.008     0.009     0.180
    0.008     0.009     0.181
    0.008     0.009     0.184
    0.008     0.009     0.188
    0.008     0.009     0.188
    0.008     0.009     0.194
    0.008     0.009     0.195
    0.008     0.009     0.196
    0.008     0.009     0.203
    0.008     0.009     0.204
    0.008     0.009     0.205
    0.008     0.009     0.207
    0.008     0.009     0.213
    0.008     0.009     0.255
    0.008     0.009     0.263
    0.008     0.009     0.270
    0.008     0.009     0.334
    0.008     0.009     0.344
    0.008     0.009     0.356
    0.008     0.009     0.358
    0.008     0.009     0.363
    0.008     0.009     0.363
    0.008     0.009     0.369
    0.008     0.009     0.371
    0.008     0.009     0.373
    0.008     0.009     0.373
    0.008     0.009     0.374
    0.008     0.009     0.376
    0.008     0.009     0.378
    0.008     0.009     0.381
    0.008     0.009     0.383
    0.008     0.009     0.388
    0.008     0.009     0.389
    0.008     0.009     0.389
    0.008     0.009     0.389
    0.008     0.009     0.393
    0.008     0.009     0.398
    0.008     0.009     0.401
    0.008     0.009     0.404
    0.008     0.009     0.437
    0.008     0.009     0.457
    0.008     0.009     0.502
    0.008     0.009     0.586
    0.008     0.009     0.594
    0.008     0.009     0.714
    0.008     0.009     2.156
    0.008     0.009     3.147

    0.010     0.009     0.068
    0.010     0.009     0.071
    0.010     0.010     0.090
    0.010     0.010     0.107
    0.010     0.010     0.110
    0.010     0.010     0.111
    0.010     0.010     0.133
    0.010     0.010     0.138
    0.010     0.010     0.145
    0.010     0.010     0.147
    0.010     0.010     0.149
    0.010     0.010     0.153
    0.010     0.010     0.155
    0.010     0.010     0.158
    0.010     0.010     0.159
    0.010     0.010     0.163
    0.010     0.010     0.163
    0.010     0.010     0.172
    0.010     0.010     0.175
    0.010     0.010     0.175
    0.010     0.010     0.176
    0.010     0.010     0.178
    0.010     0.010     0.182
    0.010     0.010     0.183
    0.010     0.010     0.184
    0.010     0.010     0.185
    0.010     0.010     0.193
    0.010     0.010     0.193
    0.010     0.010     0.196
    0.010     0.010     0.201
    0.010     0.010     0.201
    0.010     0.010     0.203
    0.010     0.010     0.205
    0.010     0.010     0.205
    0.010     0.010     0.207
    0.010     0.010     0.208
    0.010     0.010     0.208
    0.010     0.010     0.209
    0.010     0.010     0.210
    0.010     0.010     0.210
    0.010     0.010     0.214
    0.010     0.010     0.214
    0.010     0.010     0.214
    0.010     0.010     0.216
    0.010     0.010     0.218
    0.010     0.010     0.222
    0.010     0.010     0.222
    0.010     0.010     0.225
    0.010     0.010     0.230
    0.010     0.010     0.237
    0.010     0.010     0.240
    0.010     0.010     0.244
    0.010     0.010     0.247
    0.010     0.010     0.249
    0.010     0.010     0.252
    0.010     0.010     0.252
    0.010     0.010     0.255
    0.010     0.010     0.256
    0.010     0.010     0.280
    0.010     0.010     0.289
    0.010     0.010     0.300
    0.010     0.010     0.316
    0.010     0.010     0.322
    0.010     0.010     0.323
    0.010     0.010     0.325
    0.010     0.010     0.333
    0.010     0.010     0.336
    0.010     0.010     0.338
    0.010     0.010     0.339
    0.010     0.010     0.343
    0.010     0.010     0.351
    0.010     0.010     0.356
